complex_id	uniprot_a	uniprot_b	combined_score
A0JLT2	A0JLT2	A0JLT2	1
A0JLT2	A0JLT2	O43513	1
A0JLT2	A0JLT2	O60244	1
A0JLT2	A0JLT2	O60313	1
A0JLT2	A0JLT2	O75448	1
A0JLT2	A0JLT2	O75586	1
A0JLT2	A0JLT2	O95402	1
A0JLT2	A0JLT2	P24863	1
A0JLT2	A0JLT2	P49336	1
A0JLT2	A0JLT2	Q13503	1
A0JLT2	A0JLT2	Q15528	1
A0JLT2	A0JLT2	Q15648	1
A0JLT2	A0JLT2	Q6P2C8	1
A0JLT2	A0JLT2	Q71F56	1
A0JLT2	A0JLT2	Q71SY5	1
A0JLT2	A0JLT2	Q93074	1
A0JLT2	A0JLT2	Q96G25	1
A0JLT2	A0JLT2	Q96HR3	1
A0JLT2	A0JLT2	Q96RN5	1
A0JLT2	A0JLT2	Q9BTT4	1
A0JLT2	A0JLT2	Q9BUE0	1
A0JLT2	A0JLT2	Q9BWU1	1
A0JLT2	A0JLT2	Q9H204	1
A0JLT2	A0JLT2	Q9H944	1
A0JLT2	A0JLT2	Q9NPJ6	1
A0JLT2	A0JLT2	Q9NVC6	1
A0JLT2	A0JLT2	Q9NWA0	1
A0JLT2	A0JLT2	Q9NX70	1
A0JLT2	A0JLT2	Q9P086	1
A0JLT2	A0JLT2	Q9UHV7	1
A0JLT2	A0JLT2	Q9ULK4	1
A0JLT2	A0JLT2	Q9Y2X0	1
A0JLT2	A0JLT2	Q9Y3C7	1
A1A4S6	A1A4S6	A1A4S6	1
A1A4S6	A1A4S6	P35221	1
A1Z199	A1Z199	A1Z199	1
A1Z199	A1Z199	P62993	1
A1Z199	A1Z199	Q07889	1
A2ABV5	A2ABV5	A2ABV5	1
A2ABV5	A2ABV5	O35692	1
A2ABV5	A2ABV5	Q6PGF3	1
A2ABV5	A2ABV5	Q8VCD5	1
A2ABV5	A2ABV5	Q921D4	1
A2ABV5	A2ABV5	Q9CQ39	1
A2ABV5	A2ABV5	Q9CQA5	1
A2ABV5	A2ABV5	Q9CZB6	1
A2ABV5	A2ABV5	Q9R0X0	1
A2AGH6	A2AGH6	A2AGH6	1
A2AGH6	A2AGH6	A2AGH8	1
A2AGH6	A2AGH6	A2AGH9	1
A2AGH6	A2AGH6	Q569Z6	1
A2AGH6	A2AGH6	Q5U427	1
A2AGH6	A2AGH6	Q62447	1
A2AGH6	A2AGH6	Q6PGF3	1
A2AGH6	A2AGH6	Q80YQ2	1
A2AGH6	A2AGH6	Q921D4	1
A2AGH6	A2AGH6	Q925J9	1
A2AGH6	A2AGH6	Q99K74	1
A2AGH8	A2AGH8	A2AGH6	1
A2AGH8	A2AGH8	A2AGH8	1
A2AGH8	A2AGH8	A2AGH9	1
A2AGH8	A2AGH8	Q569Z6	1
A2AGH8	A2AGH8	Q5U427	1
A2AGH8	A2AGH8	Q62447	1
A2AGH8	A2AGH8	Q6PGF3	1
A2AGH8	A2AGH8	Q80YQ2	1
A2AGH8	A2AGH8	Q921D4	1
A2AGH8	A2AGH8	Q925J9	1
A2AGH8	A2AGH8	Q99K74	1
A2AGH9	A2AGH9	A2AGH6	1
A2AGH9	A2AGH9	A2AGH8	1
A2AGH9	A2AGH9	A2AGH9	1
A2AGH9	A2AGH9	Q569Z6	1
A2AGH9	A2AGH9	Q5U427	1
A2AGH9	A2AGH9	Q62447	1
A2AGH9	A2AGH9	Q6PGF3	1
A2AGH9	A2AGH9	Q80YQ2	1
A2AGH9	A2AGH9	Q921D4	1
A2AGH9	A2AGH9	Q925J9	1
A2AGH9	A2AGH9	Q99K74	1
A4GTP4	A4GTP4	A4GTP4	1
A4GTP4	A4GTP4	Q9JM73	1
A5ACB9	A5ACB9	A5ACB9	1
A5ACB9	A5ACB9	P62871	1
A5ACB9	A5ACB9	P63212	1
A5D8V6	A5D8V6	A5D8V6	1
A5D8V6	A5D8V6	Q99816	1
A5D8V6	A5D8V6	Q9UK41	1
A6H687	A6H687	A6H687	1
A6H687	A6H687	P51587	1
A6H687	A6H687	P60896	1
A6H687	A6H687	Q5TA45	1
A6H687	A6H687	Q6P9B9	1
A6H687	A6H687	Q75QN2	1
A6H687	A6H687	Q96HW7	1
A6H687	A6H687	Q96PV6	1
A6H687	A6H687	Q9H0H0	1
A6H687	A6H687	Q9NV88	1
A6H687	A6H687	Q9NVH2	1
A6H687	A6H687	Q9NVR2	1
A6H687	A6H687	Q9UL03	1
A6H8Y1	A6H8Y1	A6H8Y1	1
A6H8Y1	A6H8Y1	P20226	1
A6H8Y1	A6H8Y1	Q12789	1
A6H8Y1	A6H8Y1	Q8WUA4	1
A6H8Y1	A6H8Y1	Q92664	1
A6H8Y1	A6H8Y1	Q92994	1
A6H8Y1	A6H8Y1	Q9UKN8	1
A6H8Y1	A6H8Y1	Q9Y5Q8	1
A6H8Y1	A6H8Y1	Q9Y5Q9	1
A7MCY6	A7MCY6	A7MCY6	1
A7MCY6	A7MCY6	P07900	1
A7MCY6	A7MCY6	P08238	1
A7MCY6	A7MCY6	Q12933	1
A7MCY6	A7MCY6	Q16543	1
A7MCY6	A7MCY6	Q92844	1
A7MCY6	A7MCY6	Q9H6S1	1
A7MCY6	A7MCY6	Q9UHD2	1
A8K8P3	A8K8P3	A8K8P3	1
A8K8P3	A8K8P3	O15297	1
A8K8P3	A8K8P3	O43660	1
A8K8P3	A8K8P3	O75533	1
A8K8P3	A8K8P3	O75934	1
A8K8P3	A8K8P3	P09012	1
A8K8P3	A8K8P3	P09661	1
A8K8P3	A8K8P3	P11142	1
A8K8P3	A8K8P3	P11388	1
A8K8P3	A8K8P3	P15884	1
A8K8P3	A8K8P3	P23246	1
A8K8P3	A8K8P3	P38159	1
A8K8P3	A8K8P3	P62136	1
A8K8P3	A8K8P3	P62314	1
A8K8P3	A8K8P3	P62316	1
A8K8P3	A8K8P3	P62318	1
A8K8P3	A8K8P3	P78527	1
A8K8P3	A8K8P3	Q01130	1
A8K8P3	A8K8P3	Q07955	1
A8K8P3	A8K8P3	Q12905	1
A8K8P3	A8K8P3	Q13435	1
A8K8P3	A8K8P3	Q14204	1
A8K8P3	A8K8P3	Q15427	1
A8K8P3	A8K8P3	Q7L1Q6	1
A8K8P3	A8K8P3	Q8IYB3	1
A8K8P3	A8K8P3	Q92616	1
A8K8P3	A8K8P3	Q99459	1
A8K8P3	A8K8P3	Q9P013	1
A8K8P3	A8K8P3	Q9UMS4	1
A8K8P3	A8K8P3	Q9UPN6	1
A8UKE6	A8UKE6	A8UKE6	1
A8UKE6	A8UKE6	P48799	1
A8UKE6	A8UKE6	Q0GMK8	1
A9UMV7	A9UMV7	A9UMV7	1
A9UMV7	A9UMV7	B2RYS2	1
A9UMV7	A9UMV7	P00159	1
A9UMV7	A9UMV7	P20788	1
A9UMV7	A9UMV7	P32551	1
A9UMV7	A9UMV7	Q5M9I5	1
A9UMV7	A9UMV7	Q68FY0	1
A9UMV7	A9UMV7	Q7TQ16	1
A9UMV7	A9UMV7	Q8R1I1	1
A9UMV7	A9UMV7	Q9D0M3	1
B2RYN6	B2RYN6	B2RYN6	1
B2RYN6	B2RYN6	P52303	1
B2RYN6	B2RYN6	P84079	1
B2RYS2	B2RYS2	A9UMV7	1
B2RYS2	B2RYS2	B2RYS2	1
B2RYS2	B2RYS2	P00159	1
B2RYS2	B2RYS2	P20788	1
B2RYS2	B2RYS2	P32551	1
B2RYS2	B2RYS2	Q5M9I5	1
B2RYS2	B2RYS2	Q68FY0	1
B2RYS2	B2RYS2	Q7TQ16	1
B2RYS2	B2RYS2	Q8R1I1	1
B2RYS2	B2RYS2	Q9D0M3	1
B5DF91	B5DF91	B5DF91	1
B5DF91	B5DF91	Q5BJN3	1
B5DF91	B5DF91	Q5PQR7	1
B5DF91	B5DF91	Q6IMY8	1
B5DF99	B5DF99	B5DF99	1
B5DF99	B5DF99	O70480	1
B5DF99	B5DF99	P58200	1
B5DF99	B5DF99	Q63635	1
B5DF99	B5DF99	Q9JI51	1
B5DFH1	B5DFH1	B5DFH1	1
B5DFH1	B5DFH1	O88382	1
B5DFH1	B5DFH1	P16086	1
B5DFH1	B5DFH1	Q62915	1
B5DFH1	B5DFH1	Q9QXQ0	1
B5DFH1	B5DFH1	Q9R044	1
B5DFH1	B5DFH1	Q9WUX0	1
B5DFH1	B5DFH1	Q9Z1P2	1
O00116	O00116	O00116	1
O00116	O00116	O15228	1
O00148	O00148	O00148	1
O00148	O00148	O95777	1
O00148	O00148	P10827	1
O00148	O00148	P12277	1
O00148	O00148	P14866	1
O00148	O00148	P20700	1
O00148	O00148	P27348	1
O00148	O00148	P46940	1
O00148	O00148	P50402	1
O00148	O00148	P51858	1
O00148	O00148	P60709	1
O00148	O00148	P61978	1
O00148	O00148	P62258	1
O00148	O00148	P62314	1
O00148	O00148	Q00839	1
O00148	O00148	Q02539	1
O00148	O00148	Q07021	1
O00148	O00148	Q08999	1
O00148	O00148	Q12906	1
O00148	O00148	Q13287	1
O00148	O00148	Q53EL6	1
O00148	O00148	Q9BZZ5	1
O00148	O00148	Q9Y2U8	1
O00161	O00161	O00161	1
O00161	O00161	O43752	1
O00161	O00161	O75558	1
O00161	O00161	P23763	1
O00161	O00161	P32856	1
O00161	O00161	P63027	1
O00161	O00161	P63045	1
O00161	O00161	Q12846	1
O00161	O00161	Q15836	1
O00161	O00161	Q16623	1
O00161	O00161	Q9BV40	1
O00189	O00189	O00189	1
O00189	O00189	Q9UPM8	1
O00189	O00189	Q9Y587	1
O00189	O00189	Q9Y6B7	1
O00203	O00203	O00203	1
O00203	O00203	O14617	1
O00203	O00203	O95295	1
O00203	O00203	P53677	1
O00203	O00203	P59780	1
O00203	O00203	P78537	1
O00203	O00203	Q13367	1
O00203	O00203	Q6QNY0	1
O00203	O00203	Q6QNY1	1
O00203	O00203	Q8TDH9	1
O00203	O00203	Q92572	1
O00203	O00203	Q96EV8	1
O00203	O00203	Q9NUP1	1
O00203	O00203	Q9UL45	1
O00203	O00203	Q9Y2T2	1
O00206	O00206	O00206	1
O00206	O00206	Q86XR7	1
O00206	O00206	Q8IUC6	1
O00213	O00213	O00213	1
O00213	O00213	P05067	1
O00213	O00213	Q07954	1
O00213	O00213	Q13547	1
O00213	O00213	Q63HK5	1
O00217	O00217	O00217	1
O00217	O00217	O00483	1
O00217	O00217	O14561	1
O00217	O00217	O15239	1
O00217	O00217	O43181	1
O00217	O00217	O43674	1
O00217	O00217	O43676	1
O00217	O00217	O43677	1
O00217	O00217	O43678	1
O00217	O00217	O43920	1
O00217	O00217	O75251	1
O00217	O00217	O75306	1
O00217	O00217	O75380	1
O00217	O00217	O75438	1
O00217	O00217	O75489	1
O00217	O00217	O95139	1
O00217	O00217	O95167	1
O00217	O00217	O95168	1
O00217	O00217	O95169	1
O00217	O00217	O95178	1
O00217	O00217	O95182	1
O00217	O00217	O95298	1
O00217	O00217	O95299	1
O00217	O00217	O96000	1
O00217	O00217	P03886	1
O00217	O00217	P03891	1
O00217	O00217	P03897	1
O00217	O00217	P03901	1
O00217	O00217	P03915	1
O00217	O00217	P03923	1
O00217	O00217	P17568	1
O00217	O00217	P19404	1
O00217	O00217	P28331	1
O00217	O00217	P49821	1
O00217	O00217	P51970	1
O00217	O00217	P56181	1
O00217	O00217	P56556	1
O00217	O00217	Q16718	1
O00217	O00217	Q16795	1
O00217	O00217	Q86Y39	1
O00217	O00217	Q9NX14	1
O00217	O00217	Q9P0J0	1
O00217	O00217	Q9UI09	1
O00217	O00217	Q9Y6M9	1
O00221	O00221	O00221	1
O00221	O00221	O00505	1
O00221	O00221	O15111	1
O00221	O00221	O60271	1
O00221	O00221	P19838	1
O00221	O00221	P25963	1
O00221	O00221	P35606	1
O00221	O00221	Q00653	1
O00221	O00221	Q01201	1
O00221	O00221	Q04206	1
O00221	O00221	Q04864	1
O00221	O00221	Q15025	1
O00221	O00221	Q15653	1
O00221	O00221	Q8NFZ5	1
O00221	O00221	Q9Y6K9	1
O00231	O00231	O00231	1
O00231	O00231	O00232	1
O00231	O00231	O00233	1
O00231	O00231	O00487	1
O00231	O00231	O14818	1
O00231	O00231	O43242	1
O00231	O00231	O75832	1
O00231	O00231	P17980	1
O00231	O00231	P20618	1
O00231	O00231	P25786	1
O00231	O00231	P25787	1
O00231	O00231	P25788	1
O00231	O00231	P25789	1
O00231	O00231	P28066	1
O00231	O00231	P28070	1
O00231	O00231	P28072	1
O00231	O00231	P28074	1
O00231	O00231	P35998	1
O00231	O00231	P43686	1
O00231	O00231	P48556	1
O00231	O00231	P49720	1
O00231	O00231	P49721	1
O00231	O00231	P51665	1
O00231	O00231	P55036	1
O00231	O00231	P60900	1
O00231	O00231	P62191	1
O00231	O00231	P62195	1
O00231	O00231	P62333	1
O00231	O00231	Q06323	1
O00231	O00231	Q13200	1
O00231	O00231	Q15008	1
O00231	O00231	Q16401	1
O00231	O00231	Q99436	1
O00231	O00231	Q99460	1
O00231	O00231	Q9UL46	1
O00231	O00231	Q9UNM6	1
O00232	O00232	O00231	1
O00232	O00232	O00232	1
O00232	O00232	O00233	1
O00232	O00232	O00487	1
O00232	O00232	O14818	1
O00232	O00232	O43242	1
O00232	O00232	O75832	1
O00232	O00232	P17980	1
O00232	O00232	P20618	1
O00232	O00232	P25786	1
O00232	O00232	P25787	1
O00232	O00232	P25788	1
O00232	O00232	P25789	1
O00232	O00232	P28066	1
O00232	O00232	P28070	1
O00232	O00232	P28072	1
O00232	O00232	P28074	1
O00232	O00232	P35998	1
O00232	O00232	P43686	1
O00232	O00232	P48556	1
O00232	O00232	P49720	1
O00232	O00232	P49721	1
O00232	O00232	P51665	1
O00232	O00232	P55036	1
O00232	O00232	P60900	1
O00232	O00232	P62191	1
O00232	O00232	P62195	1
O00232	O00232	P62333	1
O00232	O00232	Q06323	1
O00232	O00232	Q13200	1
O00232	O00232	Q15008	1
O00232	O00232	Q16401	1
O00232	O00232	Q99436	1
O00232	O00232	Q99460	1
O00232	O00232	Q9UL46	1
O00232	O00232	Q9UNM6	1
O00233	O00233	O00231	1
O00233	O00233	O00232	1
O00233	O00233	O00233	1
O00233	O00233	O00487	1
O00233	O00233	O14818	1
O00233	O00233	O43242	1
O00233	O00233	O75832	1
O00233	O00233	P17980	1
O00233	O00233	P20618	1
O00233	O00233	P25786	1
O00233	O00233	P25787	1
O00233	O00233	P25788	1
O00233	O00233	P25789	1
O00233	O00233	P28066	1
O00233	O00233	P28070	1
O00233	O00233	P28072	1
O00233	O00233	P28074	1
O00233	O00233	P35998	1
O00233	O00233	P43686	1
O00233	O00233	P48556	1
O00233	O00233	P49720	1
O00233	O00233	P49721	1
O00233	O00233	P51665	1
O00233	O00233	P55036	1
O00233	O00233	P60900	1
O00233	O00233	P62191	1
O00233	O00233	P62195	1
O00233	O00233	P62333	1
O00233	O00233	Q06323	1
O00233	O00233	Q13200	1
O00233	O00233	Q15008	1
O00233	O00233	Q16401	1
O00233	O00233	Q99436	1
O00233	O00233	Q99460	1
O00233	O00233	Q9UL46	1
O00233	O00233	Q9UNM6	1
O00255	O00255	O00255	1
O00255	O00255	P05546	1
O00255	O00255	P30876	1
O00255	O00255	P51610	1
O00255	O00255	P61964	1
O00255	O00255	Q03164	1
O00255	O00255	Q15291	1
O00255	O00255	Q9C005	1
O00255	O00255	Q9UBL3	1
O00255	O00255	Q9UMN6	1
O00257	O00257	O00257	1
O00257	O00257	O60264	1
O00257	O00257	O60315	1
O00257	O00257	O60341	1
O00257	O00257	O75362	1
O00257	O00257	P08107	1
O00257	O00257	P25490	1
O00257	O00257	P35226	1
O00257	O00257	P37275	1
O00257	O00257	P56545	1
O00257	O00257	P78364	1
O00257	O00257	Q06587	1
O00257	O00257	Q13363	1
O00257	O00257	Q13547	1
O00257	O00257	Q14781	1
O00257	O00257	Q8IXK0	1
O00257	O00257	Q8NDX5	1
O00257	O00257	Q92618	1
O00257	O00257	Q92766	1
O00257	O00257	Q92769	1
O00257	O00257	Q96GD3	1
O00257	O00257	Q96JN0	1
O00257	O00257	Q96KQ7	1
O00257	O00257	Q99496	1
O00257	O00257	Q9H9B1	1
O00257	O00257	Q9HC52	1
O00257	O00257	Q9P2K3	1
O00257	O00257	Q9UKL0	1
O00257	O00257	Q9Y232	1
O00264	O00264	O00264	1
O00264	O00264	Q12770	1
O00267	O00267	O00267	1
O00267	O00267	O43719	1
O00267	O00267	O60563	1
O00267	O00267	P19338	1
O00267	O00267	P24928	1
O00267	O00267	P50750	1
O00267	O00267	P63272	1
O00268	O00268	O00268	1
O00268	O00268	O15265	1
O00268	O00268	O43451	1
O00268	O00268	O75461	1
O00268	O00268	O75486	1
O00268	O00268	O75528	1
O00268	O00268	O75529	1
O00268	O00268	P20226	1
O00268	O00268	P21675	1
O00268	O00268	P34932	1
O00268	O00268	P49848	1
O00268	O00268	P51610	1
O00268	O00268	P52655	1
O00268	O00268	P52657	1
O00268	O00268	P61964	1
O00268	O00268	Q00403	1
O00268	O00268	Q03164	1
O00268	O00268	Q12962	1
O00268	O00268	Q15291	1
O00268	O00268	Q15393	1
O00268	O00268	Q15542	1
O00268	O00268	Q15543	1
O00268	O00268	Q15544	1
O00268	O00268	Q15545	1
O00268	O00268	Q16514	1
O00268	O00268	Q16594	1
O00268	O00268	Q5VWG9	1
O00268	O00268	Q6P1X5	1
O00268	O00268	Q6PI98	1
O00268	O00268	Q7Z3B3	1
O00268	O00268	Q8IXM2	1
O00268	O00268	Q8IZL8	1
O00268	O00268	Q8WWY3	1
O00268	O00268	Q92750	1
O00268	O00268	Q92804	1
O00268	O00268	Q92830	1
O00268	O00268	Q96EZ8	1
O00268	O00268	Q99496	1
O00268	O00268	Q9BVI0	1
O00268	O00268	Q9H4L4	1
O00268	O00268	Q9H7Z6	1
O00268	O00268	Q9HBM6	1
O00268	O00268	Q9HCK8	1
O00268	O00268	Q9NXF1	1
O00268	O00268	Q9UBL3	1
O00268	O00268	Q9Y265	1
O00268	O00268	Q9Y4A5	1
O00268	O00268	Q9Y4W2	1
O00268	O00268	Q9Y6J9	1
O00303	O00303	O00303	1
O00303	O00303	O15371	1
O00303	O00303	O15372	1
O00303	O00303	O75821	1
O00303	O00303	O75822	1
O00303	O00303	P55884	1
O00303	O00303	P60228	1
O00303	O00303	Q13347	1
O00303	O00303	Q14152	1
O00303	O00303	Q7L2H7	1
O00303	O00303	Q99613	1
O00303	O00303	Q9UBQ5	1
O00303	O00303	Q9Y262	1
O00311	O00311	O00311	1
O00311	O00311	Q9UBU7	1
O00399	O00399	O00399	1
O00399	O00399	O75935	1
O00399	O00399	P47756	1
O00399	O00399	P52907	1
O00399	O00399	P61163	1
O00399	O00399	Q13561	1
O00399	O00399	Q14203	1
O00399	O00399	Q9UJW0	1
O00401	O00401	O00401	1
O00401	O00401	Q8IZP0	1
O00422	O00422	O00422	1
O00422	O00422	O14497	1
O00422	O00422	O15379	1
O00422	O00422	O60264	1
O00422	O00422	O60341	1
O00422	O00422	O75446	1
O00422	O00422	O94776	1
O00422	O00422	O95983	1
O00422	O00422	O96019	1
O00422	O00422	P20226	1
O00422	O00422	P20700	1
O00422	O00422	P21675	1
O00422	O00422	P28749	1
O00422	O00422	P49848	1
O00422	O00422	P50402	1
O00422	O00422	P51531	1
O00422	O00422	P51532	1
O00422	O00422	P60709	1
O00422	O00422	P61964	1
O00422	O00422	P62826	1
O00422	O00422	P68431	1
O00422	O00422	Q03164	1
O00422	O00422	Q08999	1
O00422	O00422	Q09028	1
O00422	O00422	Q12824	1
O00422	O00422	Q12873	1
O00422	O00422	Q13263	1
O00422	O00422	Q13287	1
O00422	O00422	Q13547	1
O00422	O00422	Q13813	1
O00422	O00422	Q14839	1
O00422	O00422	Q15029	1
O00422	O00422	Q15287	1
O00422	O00422	Q15291	1
O00422	O00422	Q16514	1
O00422	O00422	Q16576	1
O00422	O00422	Q16594	1
O00422	O00422	Q1EHW4	1
O00422	O00422	Q4LE39	1
O00422	O00422	Q8TAQ2	1
O00422	O00422	Q92769	1
O00422	O00422	Q92797	1
O00422	O00422	Q92922	1
O00422	O00422	Q96GM5	1
O00422	O00422	Q96ST3	1
O00422	O00422	Q9BQ87	1
O00422	O00422	Q9BZK7	1
O00422	O00422	Q9C005	1
O00422	O00422	Q9H0E3	1
O00422	O00422	Q9H503	1
O00422	O00422	Q9H7L9	1
O00422	O00422	Q9NPJ6	1
O00422	O00422	Q9P2I0	1
O00422	O00422	Q9UK53	1
O00422	O00422	Q9UKL0	1
O00422	O00422	Q9UKV3	1
O00425	O00425	O00425	1
O00425	O00425	O00571	1
O00425	O00425	O14776	1
O00425	O00425	O15042	1
O00425	O00425	O15355	1
O00425	O00425	O43143	1
O00425	O00425	O43172	1
O00425	O00425	O43290	1
O00425	O00425	O43395	1
O00425	O00425	O43447	1
O00425	O00425	O43660	1
O00425	O00425	O43670	1
O00425	O00425	O43719	1
O00425	O00425	O43809	1
O00425	O00425	O60231	1
O00425	O00425	O60306	1
O00425	O00425	O60508	1
O00425	O00425	O75400	1
O00425	O00425	O75533	1
O00425	O00425	O75643	1
O00425	O00425	O75934	1
O00425	O00425	O75937	1
O00425	O00425	O75940	1
O00425	O00425	O94906	1
O00425	O00425	O95232	1
O00425	O00425	O95391	1
O00425	O00425	O95400	1
O00425	O00425	O95926	1
O00425	O00425	P08579	1
O00425	O00425	P08621	1
O00425	O00425	P09012	1
O00425	O00425	P09234	1
O00425	O00425	P09661	1
O00425	O00425	P11940	1
O00425	O00425	P14678	1
O00425	O00425	P17844	1
O00425	O00425	P26368	1
O00425	O00425	P38919	1
O00425	O00425	P41223	1
O00425	O00425	P42285	1
O00425	O00425	P49756	1
O00425	O00425	P52298	1
O00425	O00425	P55081	1
O00425	O00425	P55769	1
O00425	O00425	P61326	1
O00425	O00425	P62304	1
O00425	O00425	P62306	1
O00425	O00425	P62308	1
O00425	O00425	P62310	1
O00425	O00425	P62312	1
O00425	O00425	P62314	1
O00425	O00425	P62316	1
O00425	O00425	P62318	1
O00425	O00425	P62995	1
O00425	O00425	P83876	1
O00425	O00425	P84103	1
O00425	O00425	Q01081	1
O00425	O00425	Q01130	1
O00425	O00425	Q05519	1
O00425	O00425	Q07955	1
O00425	O00425	Q08170	1
O00425	O00425	Q08211	1
O00425	O00425	Q09161	1
O00425	O00425	Q12874	1
O00425	O00425	Q13123	1
O00425	O00425	Q13242	1
O00425	O00425	Q13243	1
O00425	O00425	Q13247	1
O00425	O00425	Q13356	1
O00425	O00425	Q13435	1
O00425	O00425	Q13523	1
O00425	O00425	Q13573	1
O00425	O00425	Q13769	1
O00425	O00425	Q13838	1
O00425	O00425	Q14011	1
O00425	O00425	Q14498	1
O00425	O00425	Q14562	1
O00425	O00425	Q15007	1
O00425	O00425	Q15029	1
O00425	O00425	Q15287	1
O00425	O00425	Q15393	1
O00425	O00425	Q15427	1
O00425	O00425	Q15428	1
O00425	O00425	Q15459	1
O00425	O00425	Q15637	1
O00425	O00425	Q16629	1
O00425	O00425	Q16630	1
O00425	O00425	Q2TAY7	1
O00425	O00425	Q4ZG51	1
O00425	O00425	Q53GS9	1
O00425	O00425	Q69YN4	1
O00425	O00425	Q6I9Y2	1
O00425	O00425	Q6P2Q9	1
O00425	O00425	Q7L014	1
O00425	O00425	Q86V81	1
O00425	O00425	Q86W42	1
O00425	O00425	Q8IYB3	1
O00425	O00425	Q8NI27	1
O00425	O00425	Q8WUQ7	1
O00425	O00425	Q8WVK2	1
O00425	O00425	Q8WWY3	1
O00425	O00425	Q8WYA6	1
O00425	O00425	Q92620	1
O00425	O00425	Q92841	1
O00425	O00425	Q96BP3	1
O00425	O00425	Q96DF8	1
O00425	O00425	Q96DI7	1
O00425	O00425	Q96FV9	1
O00425	O00425	Q96I25	1
O00425	O00425	Q96J01	1
O00425	O00425	Q96T37	1
O00425	O00425	Q96T58	1
O00425	O00425	Q99459	1
O00425	O00425	Q99633	1
O00425	O00425	Q9BQ61	1
O00425	O00425	Q9BRD0	1
O00425	O00425	Q9BUQ8	1
O00425	O00425	Q9BXP5	1
O00425	O00425	Q9BZJ0	1
O00425	O00425	Q9H2H8	1
O00425	O00425	Q9HCE1	1
O00425	O00425	Q9HCG8	1
O00425	O00425	Q9HCS7	1
O00425	O00425	Q9NW64	1
O00425	O00425	Q9NYV4	1
O00425	O00425	Q9P013	1
O00425	O00425	Q9UBB9	1
O00425	O00425	Q9UHX1	1
O00425	O00425	Q9UJV9	1
O00425	O00425	Q9UK45	1
O00425	O00425	Q9UKV3	1
O00425	O00425	Q9ULR0	1
O00425	O00425	Q9UMS4	1
O00425	O00425	Q9UNP9	1
O00425	O00425	Q9UQ35	1
O00425	O00425	Q9Y2W2	1
O00425	O00425	Q9Y333	1
O00425	O00425	Q9Y3B4	1
O00425	O00425	Q9Y3C6	1
O00425	O00425	Q9Y4Z0	1
O00425	O00425	Q9Y5B6	1
O00425	O00425	Q9Y5S9	1
O00425	O00425	Q9Y6A4	1
O00429	O00429	O00429	1
O00429	O00429	Q9Y3D6	1
O00443	O00443	O00443	1
O00443	O00443	O00750	1
O00443	O00443	P00533	1
O00443	O00443	P04626	1
O00471	O00471	O00471	1
O00471	O00471	O60645	1
O00471	O00471	Q8IYI6	1
O00471	O00471	Q8TAG9	1
O00471	O00471	Q96A65	1
O00471	O00471	Q96KP1	1
O00471	O00471	Q9NV70	1
O00471	O00471	Q9UPT5	1
O00482	O00482	O00482	1
O00482	O00482	Q15466	1
O00483	O00483	O00217	1
O00483	O00483	O00483	1
O00483	O00483	O14561	1
O00483	O00483	O15239	1
O00483	O00483	O43181	1
O00483	O00483	O43674	1
O00483	O00483	O43676	1
O00483	O00483	O43677	1
O00483	O00483	O43678	1
O00483	O00483	O43920	1
O00483	O00483	O75251	1
O00483	O00483	O75306	1
O00483	O00483	O75380	1
O00483	O00483	O75438	1
O00483	O00483	O75489	1
O00483	O00483	O95139	1
O00483	O00483	O95167	1
O00483	O00483	O95168	1
O00483	O00483	O95169	1
O00483	O00483	O95178	1
O00483	O00483	O95182	1
O00483	O00483	O95298	1
O00483	O00483	O95299	1
O00483	O00483	O96000	1
O00483	O00483	P03886	1
O00483	O00483	P03891	1
O00483	O00483	P03897	1
O00483	O00483	P03901	1
O00483	O00483	P03905	1
O00483	O00483	P03915	1
O00483	O00483	P03923	1
O00483	O00483	P17568	1
O00483	O00483	P19404	1
O00483	O00483	P28331	1
O00483	O00483	P49821	1
O00483	O00483	P51970	1
O00483	O00483	P56181	1
O00483	O00483	P56556	1
O00483	O00483	Q16718	1
O00483	O00483	Q16795	1
O00483	O00483	Q86Y39	1
O00483	O00483	Q9NX14	1
O00483	O00483	Q9P0J0	1
O00483	O00483	Q9UI09	1
O00483	O00483	Q9Y6M9	1
O00487	O00487	O00231	1
O00487	O00487	O00232	1
O00487	O00487	O00233	1
O00487	O00487	O00487	1
O00487	O00487	O14818	1
O00487	O00487	O43242	1
O00487	O00487	O75832	1
O00487	O00487	P17980	1
O00487	O00487	P20618	1
O00487	O00487	P25786	1
O00487	O00487	P25787	1
O00487	O00487	P25788	1
O00487	O00487	P25789	1
O00487	O00487	P28066	1
O00487	O00487	P28070	1
O00487	O00487	P28072	1
O00487	O00487	P28074	1
O00487	O00487	P35998	1
O00487	O00487	P43686	1
O00487	O00487	P48556	1
O00487	O00487	P49720	1
O00487	O00487	P49721	1
O00487	O00487	P51665	1
O00487	O00487	P55036	1
O00487	O00487	P60900	1
O00487	O00487	P62191	1
O00487	O00487	P62195	1
O00487	O00487	P62333	1
O00487	O00487	Q06323	1
O00487	O00487	Q13200	1
O00487	O00487	Q15008	1
O00487	O00487	Q16401	1
O00487	O00487	Q99436	1
O00487	O00487	Q99460	1
O00487	O00487	Q9UL46	1
O00487	O00487	Q9UNM6	1
O00505	O00505	O00221	1
